nombre,marca,precio,imagen
"Alimento Húmedo para Perro Adulto Todas las Razas Receta Pollo, 370 g",Hill's Science Diet,$115.00,https://www.petco.com.mx/medias/300ftw-105251.jpg?context=bWFzdGVyfHJvb3R8NzY5MjV8aW1hZ2UvanBlZ3xhREptTDJnMU5TOHhNVFExT0RjeE1qZzVOVFV4T0M4ek1EQm1kSGRmTVRBMU1qVXhMbXB3Wnd8MTAyM2YwZTVhZTBlM2ZjOTY5MGM0ODc0MjYwMGNjNmM5N2Y1ZWM1N2QzOTIzYjZiOTA0YWQwNDNjYWM1MDJjOQ
"Alimento Natural Húmedo para Perro Todas las Edades Receta Bisonte, 354 g",Livelong Healthy & Strong,Sin precio,https://www.petco.com.mx/medias/300ftw-116539.jpg?context=bWFzdGVyfHJvb3R8NDI3OTR8aW1hZ2UvanBlZ3xhRE16TDJnNE55OHhNVE0xTmpjMU9UTTVNakk0Tmk4ek1EQm1kSGRmTVRFMk5UTTVMbXB3Wnd8NWM4NWI0NTJkMmNmNzYxZTZjZDlmNjU3NmI4YjkwMTUyM2JjNjcyMGVlYWZmNmE2M2RiODE1Y2E4ZjY4MjU0MA
"Alimento Natural Húmedo para Perro Todas las Edades Receta Pato, 354 g",Livelong Healthy & Strong,Sin precio,https://www.petco.com.mx/medias/116540.jpg-300ftw?context=bWFzdGVyfHJvb3R8ODk2MDN8aW1hZ2UvanBlZ3xhRFEyTDJoaVpTOHhNRFUzTURnMk9EWTROamczT0M4eE1UWTFOREF1YW5Cblh6TXdNR1owZHd8ODMzN2E3OTE0YjMyNzhmOTE0Y2M4YjM0ODRlZmQ5NjZkYjg5MmVlNWFlNmE3ZmMwMmE3MTFiM2Q2ZjU0MjIzNw
"Adult Alimento Húmedo para Perro Adulto Receta Carne en Salsa, 85 g",Pro Plan,Sin precio,https://www.petco.com.mx/medias/300ftw-133992.jpg?context=bWFzdGVyfHJvb3R8MTQwNDh8aW1hZ2UvanBlZ3xhRGN5TDJoaU5pOHhNVEkwTURBd09EUTRNamcwTmk4ek1EQm1kSGRmTVRNek9Ua3lMbXB3Wnd8NTlhYjQwODI1YzQ4OTZkNmI1Mjg0OTQ5YTA3MzI0NjYyM2U1NGMzODhmOWFjM2E3ODNjYzAyYjc0NDU0YTQyZA
"Mature Alimento Húmedo Perro Senior Todas Razas Receta Pollo para Perro, 385 g",Royal Canin,Sin precio,https://www.petco.com.mx/medias/?context=bWFzdGVyfGltYWdlc3w1MTEyOHxpbWFnZS9qcGVnfGFXMWhaMlZ6TDJoaE55OW9PR1V2T1RNMU16UXhOems0TVRrNE1pNXFjR2N8YTA4MWNmZjBlYzQ0ZjNhOGRkYjEzZGE2YjQ4MWJkZTQ1ZGViMjVkZmZmY2Y0YzU2MDE1ZTdhNWMzZTMxOTZhNA
"Beauty Alimento Húmedo Piel y Pelo Saludable para Perro Adulto Raza Pequeña, 150 g",Royal Canin,Sin precio,https://www.petco.com.mx/medias/106735.jpg-300ftw?context=bWFzdGVyfHJvb3R8NzQ1ODJ8aW1hZ2UvanBlZ3xhR1kzTDJnNFl5OHhNREUzT1RrMU9EY3pORGczT0M4eE1EWTNNelV1YW5Cblh6TXdNR1owZHd8NjVhZGQ1MmZlYjZlNGVkMWI4NTgyZjg4NGE2MTFkNTAwMTY2MTQ1YmYxZGE5ODcxM2U3NmRkMzQzY2M1NjJmMQ
"Alimento Húmedo Soporte de Saciedad para Perro Adulto, 380 g",Royal Canin Veterinary Diet,Sin precio,https://www.petco.com.mx/medias/120701.jpg-300ftw?context=bWFzdGVyfHJvb3R8MzI0MTZ8aW1hZ2UvanBlZ3xhR1poTDJoa055OHhNRFUxTlRjd09UVTFORGN4T0M4eE1qQTNNREV1YW5Cblh6TXdNR1owZHd8NWNhYmFmZjMzMzU0M2JhY2NiNWViZDVhYWEzYjI2ODdlZmIxM2MyMjU1NThkM2QzMjVlY2FjMWIzZjcwNzJhZA
"Alimento Natural Húmedo para Perro Receta Carne y Frutos del Bosque, 100 g",Natural Gourmet,Sin precio,https://www.petco.com.mx/medias/?context=bWFzdGVyfGltYWdlc3w1ODg2OHxpbWFnZS9qcGVnfGFXMWhaMlZ6TDJneU5pOW9OV0V2T1RRME16azRNakEwT1RNeE1DNXFjR2N8OTgzMTFmN2U2YzdjYTdmOTUyMzI0NDYxNjU3NjA4NTk0M2NkMDIxNmEyY2Y4ZDM1NzZlMmVkODlhYjQyMGY2Mw
"Alimento Natural Húmedo para Perro Todas las Edades Receta Cerdo, 354 g",Livelong Healthy & Strong,Sin precio,https://www.petco.com.mx/medias/118572.jpg-300ftw?context=bWFzdGVyfHJvb3R8ODA0Mjd8aW1hZ2UvanBlZ3xhR0U1TDJoa015OHhNRFUzTURnM01UWXpOVGs1T0M4eE1UZzFOekl1YW5Cblh6TXdNR1owZHd8ZTY1YjljZDVjYThmYjE0YmU3ZjVlNzI3M2Y5MTJiMjQyMzVlOTM0NDM0ZGNmZWQ3OTdiMmRmZmMzYzdkMDRmYQ
"Puppy Alimento Húmedo para Cachorro Todas las Razas Receta Pollo, 385 g",Royal Canin,Sin precio,https://www.petco.com.mx/medias/?context=bWFzdGVyfGltYWdlc3w1MTY4NHxpbWFnZS9qcGVnfGFXMWhaMlZ6TDJneU5DOW9aakl2T1RNMU16UXhOamt6TXpRd05pNXFjR2N8YTk4ZDdkYTkyNzAzZTE5NmM3NGU3YmE3YjA4MTM1ZWE1YTQ5YjlmMWY1MTk2ZmI5MTVmYzlhYTVkMWRhMDk0Mg
